0,36524
1,36523
2,36515
3,67610
4,88470
5,36527
6,35372
7,67619
8,82701
9,36526
10,67622
11,82707
12,88461
13,109207
14,67609
15,36518
16,63381
17,37676
18,35363
19,102295
20,68762
21,67613
22,82710
23,67618
24,88476
25,83859
26,36514
27,35371
28,36536
29,63378
30,68771
31,109216
32,109206
33,67621
34,36533
35,67612
36,83860
37,36530
38,82716
39,82702
40,102304
41,108055
42,102301
43,114966
44,35378
45,101149
46,63390
47,109215
48,83853
49,63387
50,82711
51,36517
52,82708
53,66458
54,36529
55,101143
56,68761
57,37667
58,88471
59,37675
60,108054
61,35375
62,108064
63,109213
64,83854
65,88467
66,68770
67,89628
68,37682
69,35366
70,35362
71,35374
72,68774
73,67616
74,108063
75,116118
76,102296
77,109222
78,114972
79,68764
80,66467
81,101152
82,83868
83,36532
84,109212
85,68765
86,36535
87,102294
88,82717
89,68773
90,73689
91,102310
92,109221
93,83869
94,88473
95,83863
96,72537
97,89622
98,103447
99,101150
100,101144
101,108061
102,35381
103,67615
104,88462
105,109209
106,79434
107,36521
108,73683
109,101158
110,72531
111,102305
112,67601
113,79443
114,102298
115,35377
116,103453
117,83862
118,108070
119,66457
120,68768
121,73690
122,66464
123,67631
124,89629
125,109210
126,116124
127,35369
128,87325
129,72538
130,35365
131,67604
132,36520
133,89623
134,88464
135,101153
136,81556
137,67625
138,88477
139,102302
140,62226
141,63379
142,102303
143,37678
144,102307
145,35384
146,37666
147,37685
148,63382
149,108069
150,67624
151,37673
152,103456
153,36509
154,103448
155,110365
156,108060
157,37679
158,110359
159,79440
160,102300
161,89619
162,109218
163,108057
164,80595
165,80586
166,87324
167,67628
168,79449
169,103454
170,89613
171,87315
172,73684
173,87316
174,66466
175,109219
176,109208
177,81565
178,63391
179,68767
180,68777
181,66461
182,103462
183,87319
184,108058
185,72532
186,66460
187,35380
188,89614
189,37681
190,67600
191,101159
192,79435
193,34226
194,78282
195,66470
196,82704
197,66473
198,62227
199,78291
200,114967
201,100917
202,88245
203,110374
204,68753
205,63388
206,110368
207,99998
208,79444
209,90549
210,102297
211,37670
212,88254
213,95166
214,109217
215,102287
216,62229
217,87093
218,108056
219,102309
220,89406
221,103457
222,99765
223,108066
224,114969
225,36506
226,98613
227,101142
228,81555
229,102286
230,98622
231,76948
232,102069
233,62235
234,114973
235,37669
236,35368
237,104373
238,90558
239,85941
240,89620
241,73692
242,87309
243,89397
244,116119
245,85012
246,66449
247,67603
248,103446
249,82713
250,91701
251,105552
252,104382
253,76947
254,87310
255,87318
256,63372
257,97470
258,97461
259,103221
260,73693
261,103230
262,75796
263,99997
264,105525
265,100926
266,96318
267,68783
268,88468
269,68756
270,72541
271,86805
272,81550
273,106704
274,116125
275,74842
276,95157
277,94005
278,68780
279,110358
280,68776
281,76500
282,112473
283,76491
284,66469
285,63384
286,34220
287,102311
288,120726
289,35357
290,79929
291,99774
292,94014
293,92880
294,80601
295,92853
296,104400
297,34211
298,101148
299,66463
300,105534
301,86796
302,114957
303,96309
304,78297
305,108065
306,78288
307,85644
308,37688
309,74841
310,80592
311,35383
312,79938
313,112482
314,95112
315,37672
316,114975
317,74835
318,76536
319,111312
320,109201
321,81081
322,108067
323,102078
324,87102
325,76464
326,79920
327,85653
328,81559
329,81090
330,110367
331,62232
332,63373
333,102289
334,79767
335,79450
336,106713
337,81564
338,96264
339,76455
340,79437
341,85950
342,102290
343,111321
344,75339
345,76527
346,75393
347,78219
348,91656
349,64530
350,79441
351,67630
352,112446
353,76446
354,112419
355,105561
356,34217
357,93960
358,75330
359,88474
360,68752
361,112428
362,85013
363,106909
364,103463
365,64531
366,72540
367,83861
368,85500
369,35354
370,36522
371,86814
372,114958
373,91710
374,76482
375,103455
376,92808
377,37684
378,101135
379,36538
380,109198
381,86787
382,106686
383,67627
384,81549
385,75795
386,75384
387,85635
388,80001
389,76509
390,112464
391,112455
392,88465
393,77832
394,79992
395,102306
396,78849
397,116109
398,106918
399,90261
400,94032
401,79446
402,78231
403,36525
404,75348
405,84348
406,78283
407,76563
408,82714
409,90252
410,75375
411,62236
412,104606
413,79965
414,101151
415,80587
416,75402
417,76473
418,76545
419,113821
420,71385
421,78984
422,116121
423,78292
424,78222
425,102299
426,93951
427,114976
428,79956
429,92862
430,71379
431,102308
432,101146
433,36545
434,83592
435,82705
436,80596
437,78298
438,62238
439,103450
440,95103
441,97416
442,71386
443,69914
444,110366
445,86652
446,106677
447,75411
448,68755
449,64539
450,83855
451,91647
452,92799
453,75294
454,63393
455,75303
456,76437
457,78840
458,76671
459,81557
460,78289
461,84744
462,110360
463,100007
464,111339
465,75321
466,73698
467,116110
468,82703
469,67611
470,75312
471,98568
472,66452
473,110364
474,112410
475,88480
476,111330
477,114978
478,112491
479,79983
480,114960
481,76942
482,88479
483,101157
484,87975
485,83097
486,76680
487,76554
488,75519
489,81072
490,75357
491,81558
492,67608
493,69920
494,96255
495,77823
496,76428
497,106903
498,83864
499,109214
500,78228
501,82712
502,76518
503,101134
504,108062
505,106910
506,92889
507,78804
508,79776
509,115998
510,87804
511,82693
512,79947
513,85725
514,94041
515,76941
516,110373
517,36539
518,78813
519,111348
520,103452
521,73699
522,101155
523,66448
524,100006
525,99991
526,69923
527,75285
528,113820
529,78975
530,74836
531,78831
532,89127
533,115989
534,116127
535,38834
536,66472
537,120735
538,73675
539,109202
540,80010
541,113814
542,139785
543,83106
544,75366
545,109199
546,106912
547,80589
548,72546
549,117277
550,85734
551,111303
552,96273
553,78232
554,79974
555,99792
556,116128
557,105621
558,72547
559,67617
560,99992
561,67620
562,63369
563,35387
564,77607
565,72523
566,115911
567,90243
568,80598
569,104409
